date	total_count	lineage_count	total_count_rolling	lineage_count_rolling	proportion	proportion_ci_lower	proportion_ci_upper	dateTime	source
"2020-12-21"	55	2	55	2	0.03636363636363636	0.00763229861159013	0.11156769066327021	"2020-12-21T03:00:00.000Z"	
"2020-12-22"	31	2	43	2	0.046511627906976744	0.009789936239028508	0.1409401407713926	"2020-12-22T03:00:00.000Z"	
"2020-12-23"	40	0	42	1.3333333333333333	0.031746031746031744	0.002581118369002407	0.10592581752281838	"2020-12-23T03:00:00.000Z"	
"2020-12-24"	5	0	32.75	1	0.030534351145038167	0.003289329622616079	0.1330236728178359	"2020-12-24T03:00:00.000Z"	
"2020-12-25"	5	0	27.2	0.8	0.029411764705882356	0.004025737857380893	0.16035241031248948	"2020-12-25T03:00:00.000Z"	
"2020-12-26"	12	0	24.666666666666668	0.6666666666666666	0.027027027027027025	0.0043503968273724825	0.1721329579601225	"2020-12-26T03:00:00.000Z"	
"2020-12-27"	7	0	22.142857142857142	0.5714285714285714	0.025806451612903226	0.00494909354918625	0.19343736468330985	"2020-12-27T03:00:00.000Z"	
"2020-12-28"	35	0	19.285714285714285	0.2857142857142857	0.014814814814814815	0.000025505812625695268	0.12230940431991393	"2020-12-28T03:00:00.000Z"	
"2020-12-29"	22	0	18	0	0	0.00002690311730090928	0.12855821182175955	"2020-12-29T03:00:00.000Z"	
"2020-12-30"	9	0	13.571428571428571	0	0	0.00003445267180200587	0.16155330451419395	"2020-12-30T03:00:00.000Z"	
"2020-12-31"	9	2	14.142857142857142	0.2857142857142857	0.0202020202020202	0.00003445267180200587	0.16155330451419395	"2020-12-31T03:00:00.000Z"	
"2021-01-01"	14	0	15.428571428571429	0.2857142857142857	0.018518518518518517	0.000032194144323726923	0.15181666211439768	"2021-01-01T03:00:00.000Z"	
"2021-01-02"	13	1	15.571428571428571	0.42857142857142855	0.027522935779816512	0.000030213479978023642	0.1431841379314448	"2021-01-02T03:00:00.000Z"	
"2021-01-03"	9	0	15.857142857142858	0.42857142857142855	0.027027027027027025	0.000030213479978023642	0.1431841379314448	"2021-01-03T03:00:00.000Z"	
"2021-01-04"	59	1	19.285714285714285	0.5714285714285714	0.02962962962962963	0.005738899484810237	0.22072924806695837	"2021-01-04T03:00:00.000Z"	
"2021-01-05"	53	2	23.714285714285715	0.8571428571428571	0.03614457831325301	0.004533190127271505	0.17869491879897315	"2021-01-05T03:00:00.000Z"	
"2021-01-06"	29	2	26.571428571428573	1.1428571428571428	0.04301075268817204	0.004025737857380893	0.16035241031248948	"2021-01-06T03:00:00.000Z"	
"2021-01-07"	38	4	30.714285714285715	1.4285714285714286	0.046511627906976744	0.00350291842130598	0.14103799412369988	"2021-01-07T03:00:00.000Z"	
"2021-01-08"	40	6	34.42857142857143	2.2857142857142856	0.06639004149377592	0.012424362975775866	0.17558249396275072	"2021-01-08T03:00:00.000Z"	
"2021-01-09"	14	2	34.57142857142857	2.4285714285714284	0.07024793388429752	0.012063652129890362	0.17091684882105385	"2021-01-09T03:00:00.000Z"	
"2021-01-10"	13	0	35.142857142857146	2.4285714285714284	0.06910569105691056	0.012063652129890362	0.17091684882105385	"2021-01-10T03:00:00.000Z"	
"2021-01-11"	50	3	33.857142857142854	2.7142857142857144	0.08016877637130802	0.025482629675592557	0.2171131472977066	"2021-01-11T03:00:00.000Z"	
"2021-01-12"	27	6	30.142857142857142	3.2857142857142856	0.10900473933649289	0.0289806190327265	0.24340160898492713	"2021-01-12T03:00:00.000Z"	
"2021-01-13"	27	1	29.857142857142858	3.142857142857143	0.10526315789473684	0.0289806190327265	0.24340160898492713	"2021-01-13T03:00:00.000Z"	
"2021-01-14"	30	3	28.714285714285715	3	0.1044776119402985	0.030010602890256814	0.25099339025309886	"2021-01-14T03:00:00.000Z"	
"2021-01-15"	47	3	29.714285714285715	2.5714285714285716	0.08653846153846154	0.0289806190327265	0.24340160898492713	"2021-01-15T03:00:00.000Z"	
"2021-01-16"	30	0	32	2.2857142857142856	0.07142857142857142	0.013214629957163446	0.1857195369965653	"2021-01-16T03:00:00.000Z"	
"2021-01-17"	13	1	32	2.4285714285714284	0.07589285714285714	0.013214629957163446	0.1857195369965653	"2021-01-17T03:00:00.000Z"	
"2021-01-18"	48	1	31.714285714285715	2.142857142857143	0.06756756756756756	0.013214629957163446	0.1857195369965653	"2021-01-18T03:00:00.000Z"	
"2021-01-19"	64	3	37	1.7142857142857142	0.04633204633204633	0.011401626790895741	0.1622902085183633	"2021-01-19T03:00:00.000Z"	
"2021-01-20"	21	1	36.142857142857146	1.7142857142857142	0.04743083003952569	0.011723298866157889	0.16649213533961227	"2021-01-20T03:00:00.000Z"	
"2021-01-21"	31	3	36.285714285714285	1.7142857142857142	0.047244094488188976	0.011723298866157889	0.16649213533961227	"2021-01-21T03:00:00.000Z"	
